f_hip,f_hd,f_2mass,Fe,C,O,Mg,Si,Ca,Ti,Li,N,F,Na,Al,P,K,Co,Ni,Cu,Zn,Be,S,f_ra,f_dec,f_x,f_y,f_z,f_dist,f_disk,f_spec,f_vmag,f_bv,f_u,f_v,f_w,f_teff,f_logg,f_mass,f_name,f_p,f_m_p,f_e,f_a,
30979 ,45977 ,06300731-1148321 ,0.09 ,-0.17 ,,-0.3 ,0.069 ,0.163 ,0.35 ,,,,0.555 ,0.22 ,,,0.189 ,0.087 ,-0.01 ,-0.11 ,,,97.5304311 ,-11.8089420 ,-19.421 ,-2.758 ,18.548 ,27.00 ,thin ,K4+V(k) ,9.10 ,1.120 ,-42.50 ,-12.30 ,-21.20 ,4689.0 ,4.30 ,,,,,,,
30990 ,45205 ,06301565+6047030 ,-0.805 ,-0.42 ,-0.25 ,-0.53 ,-0.565 ,-0.645 ,-0.62 ,-1.09 ,,,-0.755 ,-0.65 ,,-0.29 ,-0.56 ,-0.87 ,-1.1 ,-0.77 ,,-0.09 ,97.5652989 ,60.7841214 ,34.227 ,6.084 ,-67.276 ,75.73 ,thick ,G0 ,8.47 ,0.591 ,-86.70 ,-64.40 ,38.50 ,5832.4 ,4.07 ,,,,,,,
96528 ,185457 ,19372768+4035198 ,0.18 ,0.08 ,0.03 ,0.21 ,0.08 ,0.22 ,0.16 ,-1.42 ,-0.16 ,,0.32 ,,,,,0.07 ,,,,,294.3654066 ,40.5888643 ,-75.358 ,104.120 ,33.071 ,132.72 ,thin ,F8 ,8.42 ,0.534 ,17.40 ,-10.40 ,-0.20 ,6353.2 ,4.15 ,,,,,,,
63762 ,115675 ,13040719+8706554 ,0.06 ,,,0.03 ,0.14 ,0.17 ,0.11 ,,,,,,,,,,,,,,196.0298810 ,87.1154330 ,5.136 ,15.516 ,-18.573 ,24.74 ,thin ,K3V ,8.81 ,1.102 ,7.10 ,-32.60 ,-42.00 ,4745.0 ,4.45 ,,,,,,,
96536 ,184985 ,19373442-1418062 ,0.135 ,,0.01 ,0.165 ,0.07 ,0.145 ,0.1 ,,,,0.09 ,0.11 ,,,0.17 ,0.04 ,,-0.08 ,,,294.3933880 ,-14.3018031 ,-3.147 ,4.102 ,-31.117 ,31.54 ,thin ,F6.5V ,5.47 ,0.501 ,-0.30 ,-28.40 ,8.90 ,6379.0 ,4.10 ,,,,,,,
63778 ,113470 ,13042111-2641126 ,-0.17 ,,,0.02 ,-0.15 ,-0.1 ,-0.15 ,,,,-0.18 ,-0.22 ,,,-0.04 ,-0.21 ,-0.37 ,-0.28 ,,0.06 ,196.0879470 ,-26.6868620 ,0.306 ,1.142 ,-70.862 ,70.87 ,N/A ,G2V ,8.56 ,0.595 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
31014 ,258452 ,06302895+1917074 ,-0.39 ,-0.22 ,-0.04 ,-0.27 ,-0.25 ,-0.24 ,-0.11 ,,-0.48 ,,-0.45 ,-0.23 ,,,,-0.34 ,,,,,97.6207928 ,19.2853294 ,-71.317 ,-16.805 ,34.117 ,80.82 ,thick ,G0 ,8.79 ,0.560 ,96.20 ,-54.30 ,54.90 ,5798.0 ,,,,,,,,
87089 ,161848 ,17474206+0456227 ,-0.31 ,0.19 ,-0.115 ,,-0.125 ,-0.18 ,-0.105 ,,,,-0.345 ,-0.42 ,,,-0.15 ,-0.28 ,-0.32 ,-0.44 ,,,266.9253823 ,4.9396463 ,-8.288 ,0.915 ,-36.059 ,37.01 ,thick ,K1/2V ,8.91 ,0.822 ,-56.30 ,-124.00 ,40.50 ,5109.4 ,4.60 ,,,,,,,
96561 ,,19375171+4337320 ,0.07 ,0.03 ,0.03 ,0.04 ,0.1 ,0.06 ,0.06 ,,-0.02 ,,-0.08 ,-0.03 ,,,,0.08 ,,,,,294.4655520 ,43.6254420 ,27.375 ,-30.797 ,-15.362 ,43.98 ,N/A ,K0 ,8.98 ,0.845 ,9999.00 ,9999.00 ,9999.00 ,,,,,,,,,
31030 ,46114 ,06303951-1755189 ,-0.4 ,,-0.3 ,-0.17 ,-0.37 ,-0.31 ,-0.3 ,,,,-0.48 ,-0.29 ,-0.41 ,,-0.33 ,-0.45 ,,-0.46 ,,,97.6645494 ,-17.9220440 ,-42.734 ,-12.066 ,59.233 ,74.03 ,thick ,G8V ,7.72 ,0.817 ,43.10 ,-19.60 ,-85.00 ,5162.0 ,3.48 ,,,,,,,
31039 ,45410 ,06304711+5809453 ,-0.045 ,-0.24 ,-0.2 ,-0.08 ,-0.21 ,-0.02 ,-0.07 ,,0.06 ,,-0.17 ,-0.15 ,,,,0.01 ,,,,,97.6962794 ,58.1626336 ,2.246 ,0.712 ,54.535 ,54.59 ,thin ,K0.5IIIbFe0.5 ,5.88 ,0.934 ,-78.10 ,-56.20 ,-21.00 ,5022.0 ,3.15 ,,b ,874.774 ,2.21 ,0.125 ,2.18 ,
63831 ,113569 ,13045576-2855434 ,-0.21 ,-0.17 ,,-0.147 ,-0.22 ,-0.118 ,0.047 ,,,,-0.065 ,-0.09 ,,,-0.117 ,-0.189 ,-0.37 ,-0.42 ,,,196.2323116 ,-28.9287682 ,-4.382 ,-37.212 ,28.747 ,47.23 ,thin ,K2V ,9.71 ,0.950 ,1.00 ,-28.60 ,10.10 ,5035.7 ,4.41 ,,,,,,,
31083 ,46090 ,06312149+0254406 ,-0.11 ,,0.1 ,0.1 ,0.05 ,-0.03 ,-0.05 ,,,,0.02 ,-0.01 ,,,0.11 ,,-0.27 ,-0.09 ,,0.29 ,97.8395368 ,2.9112931 ,27.028 ,13.062 ,7.038 ,30.83 ,thin ,G3/5V ,7.13 ,0.710 ,-8.10 ,5.20 ,-12.40 ,5643.0 ,4.39 ,,,,,,,
31084 ,46184 ,06312304-1223311 ,0.1 ,-0.12 ,0.015 ,0.32 ,0.31 ,0.08 ,0.095 ,-3.55 ,0.28 ,,0.25 ,0.28 ,,,0.28 ,0.16 ,0.295 ,0.97 ,,1.12 ,97.8460220 ,-12.3919730 ,-99.317 ,-48.793 ,19.496 ,112.36 ,thin ,K1III ,5.16 ,1.262 ,0.50 ,-29.80 ,11.30 ,,,,,,,,,
43410 ,75332 ,08503222+3317061 ,0.195 ,0.09 ,0.075 ,0.13 ,0.1 ,0.15 ,0.15 ,-0.245 ,-0.14 ,,0.07 ,-0.02 ,,-0.03 ,,0.145 ,,,,-0.04 ,132.6342606 ,33.2850556 ,-6.242 ,-5.124 ,26.260 ,27.47 ,thin ,F7Vs ,6.22 ,0.549 ,-7.90 ,-11.30 ,-5.50 ,6217.0 ,4.41 ,,,,,,,
63878 ,113713 ,13052847+1443316 ,-0.34 ,,,-0.23 ,-0.26 ,-0.2 ,-0.21 ,,,,-0.34 ,-0.37 ,,,0.02 ,-0.38 ,-0.62 ,-0.35 ,,-0.29 ,196.3685749 ,14.7254345 ,0.833 ,-43.762 ,65.618 ,78.88 ,thin ,F5V ,7.94 ,0.458 ,-44.20 ,-36.90 ,10.70 ,6298.5 ,,,,,,,,
31127 ,291725 ,06315141+0038594 ,-0.3 ,,,-0.1 ,-0.225 ,-0.1 ,-0.24 ,,,,-0.41 ,-0.06 ,,,-0.22 ,-0.4 ,,,,,97.9642236 ,0.6498556 ,-48.395 ,-31.352 ,43.823 ,72.42 ,thick ,G0 ,9.48 ,0.657 ,-65.50 ,-19.20 ,-106.90 ,5378.5 ,3.83 ,,,,,,,
63918 ,113679 ,13055284-3830599 ,-0.6 ,-0.51 ,-0.225 ,-0.283 ,-0.43 ,-0.35 ,-0.37 ,-1.23 ,,,-0.58 ,-0.3775 ,,,-0.4015 ,-0.62 ,-0.83 ,-0.57 ,,,196.4701016 ,-38.5166641 ,-10.963 ,90.490 ,-97.210 ,133.26 ,thick ,G2/3V ,9.70 ,0.615 ,-68.80 ,-260.20 ,6.90 ,5699.8 ,4.05 ,,,,,,,
98036 ,188512 ,19551878+0624238 ,-0.1 ,-0.085 ,-0.09 ,-0.005 ,-0.09 ,-0.07 ,-0.065 ,-2.9 ,-0.26 ,,-0.19 ,-0.095 ,,,-0.005 ,-0.11 ,-0.195 ,-0.05 ,,0.06 ,298.8283055 ,6.4067716 ,-12.333 ,-4.883 ,1.648 ,13.37 ,thin ,G9.5IV ,3.71 ,0.855 ,-11.10 ,-48.80 ,-9.80 ,5090.6 ,3.46 ,,,,,,,
31165 ,46568 ,06322139-3741479 ,-0.23 ,-0.48 ,-0.29 ,-0.02 ,-0.09 ,-0.08 ,-0.21 ,-3.11 ,,,-0.1 ,-0.01 ,,,-0.21 ,-0.27 ,-0.32 ,-0.4 ,,0.15 ,98.0891140 ,-37.6967000 ,-64.071 ,-53.938 ,0.202 ,83.75 ,thin ,G8III ,5.25 ,0.982 ,17.80 ,-54.50 ,3.10 ,,,,,,,,,
96706 ,185955 ,19393452+4557268 ,0.08 ,-0.26 ,-0.09 ,0.15 ,0.19 ,0.17 ,0.08 ,-2.57 ,,,0.24 ,0.2 ,,,0.08 ,0.05 ,-0.13 ,0.06 ,,0.47 ,294.8939030 ,45.9574377 ,-50.909 ,22.479 ,130.048 ,141.46 ,thin ,G8II-III ,6.25 ,0.931 ,-18.10 ,-8.40 ,-2.00 ,5142.0 ,3.07 ,,,,,,,
87116 ,161612 ,17475757-3401070 ,0.175 ,0.18 ,0.11 ,0.235 ,0.19 ,0.19 ,0.1935 ,,,,0.175 ,0.23 ,,,0.2485 ,0.2 ,0.1 ,0.04 ,,0.1675 ,266.9897905 ,-34.0188753 ,22.993 ,-1.049 ,-13.754 ,26.81 ,thin ,G8V ,7.20 ,0.748 ,-3.20 ,-73.10 ,-14.40 ,5575.6 ,4.40 ,,,,,,,
63948 ,113848 ,13062124+2109125 ,-0.15 ,,,,-0.26 ,-0.33 ,,-0.07 ,,,,-0.2 ,,,,,,,,,196.5885070 ,21.1533940 ,7.868 ,-32.296 ,36.917 ,49.68 ,thin ,F4V ,6.02 ,0.393 ,-6.60 ,-18.00 ,-1.10 ,6630.0 ,4.05 ,,,,,,,
63952 ,113994 ,13062286+6202306 ,-0.235 ,-0.33 ,-0.12 ,-0.1 ,-0.08 ,-0.07 ,-0.1 ,-2.86 ,,,-0.16 ,-0.03 ,,,-0.15 ,-0.19 ,-0.14 ,0.03 ,,0.28 ,196.5953450 ,62.0418691 ,-18.893 ,75.309 ,-78.358 ,110.31 ,thin ,G7III ,6.15 ,0.997 ,15.30 ,-3.60 ,24.50 ,,,,,,,,,
31188 ,46341 ,06323797-0629184 ,-0.58 ,-0.32 ,-0.4 ,-0.49 ,-0.44 ,-0.55 ,-0.645 ,-1.09 ,,,-0.63 ,-0.575 ,,,-0.53 ,-0.71 ,-0.705 ,-0.79 ,,,98.1582966 ,-6.4884732 ,-38.876 ,-37.616 ,-11.264 ,55.26 ,thick ,G2V ,8.60 ,0.562 ,3.60 ,-35.20 ,63.80 ,5810.4 ,4.28 ,,,,,,,
31197 ,46301 ,06324269+0348525 ,0.34 ,,,,0.43 ,0.38 ,0.95 ,,,,,-0.16 ,,,0.71 ,0.27 ,-0.24 ,-0.43 ,,0.37 ,98.1779120 ,3.8145170 ,59.335 ,59.709 ,-67.091 ,107.64 ,thin ,F6V ,7.28 ,0.515 ,7.20 ,0.60 ,0.10 ,6494.0 ,,,,,,,,
63970 ,,,0.12 ,,,-0.05 ,-0.02 ,-0.04 ,0.01 ,,,,-0.13 ,-0.12 ,,,,-0.06 ,,,,,196.6360408 ,32.6668568 ,-13.243 ,44.953 ,141.478 ,149.04 ,N/A ,F8 ,10.12 ,0.518 ,9999.00 ,9999.00 ,9999.00 ,6160.0 ,4.59 ,,,,,,,
63972 ,113778 ,13063507-4135182 ,-0.06 ,,,0.01 ,0.07 ,7.07767e-16 ,0.06 ,,,,0.11 ,0.03 ,,,0.04 ,-0.07 ,,,,,196.6461733 ,-41.5884432 ,21.782 ,-71.263 ,69.106 ,101.63 ,thin ,K0II/III ,5.60 ,1.050 ,20.50 ,8.80 ,-7.40 ,4772.5 ,2.35 ,,,,,,,
31205 ,46407 ,06324687-1109590 ,-0.13 ,0.1 ,-0.19 ,-0.115 ,,-0.03 ,-0.225 ,-2.58 ,0.53 ,,-0.1 ,0.22 ,,,-0.22 ,-0.225 ,-0.145 ,-0.035 ,,0.93 ,98.1953040 ,-11.1663760 ,-14.512 ,-15.121 ,121.510 ,123.31 ,thin ,G9III:Ba3.5 ,6.24 ,1.096 ,-2.40 ,9.60 ,-6.10 ,4660.7 ,2.48 ,,,,,,,
81662 ,150554 ,16405646+2156532 ,0.04 ,0.08 ,,,0.02 ,,0.01 ,,,,-0.1 ,,,,,-0.03 ,,,,,250.2351680 ,21.9481560 ,-20.998 ,40.477 ,1.962 ,45.64 ,thin ,F8 ,7.67 ,0.591 ,-15.90 ,-20.40 ,5.00 ,6032.5 ,4.29 ,,,,,,,
63995 ,113513 ,13065060-7752136 ,0.18 ,0.07 ,0.04 ,0.02 ,0.08 ,0.12 ,0.13 ,-1.4 ,,,-0.02 ,0.08 ,,,0.04 ,0.138 ,-0.115 ,-0.13 ,,-0.005 ,196.7109260 ,-77.8704500 ,14.956 ,-39.566 ,-33.468 ,53.94 ,thin ,G5V ,8.77 ,0.717 ,-20.70 ,-22.90 ,1.80 ,5715.0 ,4.54 ,,,,,,,
31241 ,46727 ,06331024-3837305 ,-0.09 ,,,-0.02 ,0.06 ,0.02 ,0.02 ,,,,0.12 ,0.01 ,,,0.03 ,-0.1 ,,,,,98.2926648 ,-38.6251874 ,-55.492 ,-70.404 ,-119.222 ,149.16 ,thin ,G8III ,6.43 ,0.999 ,1.10 ,-28.00 ,-14.70 ,4922.0 ,2.73 ,,,,,,,
96781 ,185075 ,19401871-5425038 ,-0.5 ,,,-0.31 ,-0.35 ,-0.36 ,-0.34 ,,,,-0.28 ,-0.32 ,,,-0.41 ,-0.47 ,,,,,295.0780020 ,-54.4177890 ,-60.123 ,14.186 ,98.513 ,116.28 ,thin ,K0III ,6.26 ,1.001 ,-7.50 ,1.60 ,-44.80 ,4749.0 ,2.55 ,,,,,,,
31246 ,46375 ,06331263+0527464 ,0.277 ,0.425 ,0.16 ,0.31 ,0.29 ,0.245 ,0.304 ,-3.26 ,0.23 ,,0.4 ,0.37 ,,,0.415 ,0.31 ,0.54 ,0.29 ,,0.305 ,98.3025941 ,5.4629244 ,-12.311 ,-15.942 ,-21.597 ,29.53 ,thin ,K1.IV ,7.84 ,0.860 ,10.90 ,-20.80 ,10.20 ,5259.4 ,4.45 ,,b ,3.023573 ,0.226 ,0.063 ,0.0398 ,
76209 ,138686 ,15340347-1413462 ,-0.19 ,,-0.27 ,,0.13 ,1.31 ,0.86 ,-0.55 ,,,,,,,1.26 ,0.34 ,,,,,233.5145129 ,-14.2295234 ,-6.444 ,-10.895 ,-136.672 ,137.26 ,thin ,F5III ,7.25 ,0.495 ,1.00 ,10.90 ,-34.40 ,6517.5 ,3.69 ,,,,,,,
96808 ,185644 ,19404338-1617355 ,0.145 ,-0.11 ,-0.005 ,0.26 ,0.275 ,0.09 ,0.115 ,-3.15 ,0.29 ,,0.205 ,0.39 ,,,0.14 ,0.17 ,0.13 ,0.1 ,,0.86 ,295.1807612 ,-16.2932719 ,-60.409 ,7.833 ,40.373 ,73.08 ,thin ,K1III ,5.30 ,1.109 ,-57.40 ,-32.00 ,-9.60 ,4628.5 ,2.67 ,,,,,,,
31277 ,46374 ,06333617+1409187 ,0.09 ,-0.1 ,-0.005 ,0.305 ,0.185 ,0.095 ,0.075 ,-2.23 ,0.18 ,,0.18 ,0.34 ,,,0.14 ,0.12 ,0.08 ,0.05 ,,0.75 ,98.4006865 ,14.1551660 ,0.838 ,1.338 ,87.675 ,87.69 ,thin ,K2III ,5.56 ,1.105 ,18.40 ,-21.20 ,-19.30 ,4682.5 ,2.45 ,,,,,,,
64077 ,114092 ,13075362+2733214 ,0.12 ,-0.11 ,-0.15 ,0.42 ,0.48 ,0.22 ,0.15 ,-3.46 ,,,0.64 ,0.6 ,,,0.29 ,0.28 ,,1.11 ,,1.49 ,196.9734765 ,27.5559570 ,62.318 ,-86.569 ,93.248 ,141.68 ,thin ,K4III ,6.20 ,1.363 ,1.60 ,-46.70 ,-10.50 ,,,,,,,,,
64078 ,114038 ,13075381-1044257 ,0.125 ,-0.165 ,0.055 ,0.32 ,0.265 ,0.1 ,0.13 ,-3.185 ,0.3 ,,0.15 ,0.26 ,,,0.23 ,0.155 ,0.135 ,0.58 ,,0.72 ,196.9742154 ,-10.7404094 ,12.869 ,-17.849 ,84.358 ,87.18 ,thin ,K1III ,5.16 ,1.138 ,4.20 ,5.30 ,-10.40 ,4622.5 ,2.75 ,,,,,,,
96854 ,185615 ,19411369-3252239 ,0.12 ,0.195 ,0.17 ,0.205 ,0.1605 ,0.14 ,0.23 ,,,,0.14 ,0.24 ,,,0.227 ,0.15 ,0.24 ,0.11 ,,0.245 ,295.3069771 ,-32.8733574 ,5.065 ,-0.014 ,-44.484 ,44.77 ,thin ,G6IV/V ,8.12 ,0.734 ,15.10 ,-26.40 ,2.90 ,5563.0 ,4.35 ,,,,,,,
96861 ,185283 ,19411791-5619187 ,-0.015 ,-0.04 ,,-0.023 ,-0.0075 ,0.02 ,0.2585 ,,,,0.08 ,0.1275 ,,,0.0655 ,0.0675 ,-0.055 ,-0.22 ,,,295.3246330 ,-56.3218787 ,30.565 ,0.456 ,7.054 ,31.37 ,N/A ,K3V ,9.03 ,1.040 ,9999.00 ,9999.00 ,9999.00 ,4848.0 ,4.37 ,,,,,,,
64103 ,114094 ,13081315+0346366 ,-0.145 ,0.07 ,-0.21 ,-0.12 ,-0.105 ,-0.17 ,-0.21 ,,,,-0.26 ,-0.3 ,,,-0.27 ,-0.27 ,-0.365 ,-0.365 ,,,197.0548173 ,3.7768263 ,40.670 ,-47.771 ,-46.248 ,77.94 ,thick ,G8V ,9.70 ,0.702 ,-83.70 ,-51.40 ,-52.80 ,5543.9 ,4.53 ,,,,,,,
